SaleID,CustomerID,ProductID,EmployeeID,StoreID,Date,Quantity,Price,Discount,Revenue,Profit,PaymentMode
SALE00084,5920,26,EMP111,S037,2026-02-18,1,25548,10,22993.2,10080.41,Credit Card
SALE00085,2812,79,EMP003,S008,2026-05-06,4,7571,15,25741.4,5307.2,Net Banking
SALE00086,963,106,EMP010,S040,2025-01-22,3,9046,10,24424.2,9266.32,UPI
SALE00087,9400,8,EMP010,S020,2025-07-08,3,33995,5,96885.75,20112.74,Credit Card
SALE00088,9929,20,EMP013,S035,2026-04-16,4,16913,20,54121.6,22056.37,Credit Card
SALE00089,2728,177,EMP048,S014,2025-10-19,5,33930,5,161167.5,65692.15,Credit Card
SALE00090,2656,62,EMP159,S004,2025-01-11,2,8989,5,17079.1,7284.42,UPI
SALE00091,9007,132,EMP252,S038,2025-07-15,5,29304,5,139194.0,42514.46,Cash
SALE00092,5923,112,EMP222,S021,2025-10-17,5,40906,5,194303.5,60745.25,Cash
SALE00093,4620,197,EMP192,S033,2026-05-25,1,16471,0,16471.0,5630.09,Credit Card
SALE00094,3948,64,EMP299,S042,2025-08-29,3,35791,10,96635.7,36323.43,Net Banking
SALE00095,7365,121,EMP234,S019,2024-08-29,5,48408,10,217836.0,94513.65,Credit Card
SALE00096,8221,65,EMP067,S035,2025-05-02,4,41565,0,166260.0,57580.85,Debit Card
SALE00097,9667,85,EMP040,S035,2026-01-09,1,11254,10,10128.6,4049.99,Credit Card
SALE00098,8207,168,EMP060,S043,2024-09-24,4,31282,0,125128.0,40543.89,Credit Card
SALE00099,7468,149,EMP229,S022,2024-12-23,3,38543,0,115629.0,42302.28,Net Banking
SALE00100,5827,113,EMP212,S021,2025-10-08,1,26605,20,21284.0,6277.43,Cash
SALE00101,4806,72,EMP089,S049,2025-10-01,3,20165,10,54445.5,22014.66,Debit Card
SALE00102,4632,132,EMP277,S015,2025-09-03,4,10335,20,33072.0,7776.32,Cash
SALE00103,1687,127,EMP122,S049,2024-12-19,2,39669,20,63470.4,14605.59,UPI
SALE00104,720,198,EMP199,S020,2024-08-04,5,26915,0,134575.0,58211.28,UPI
SALE00105,8800,157,EMP170,S022,2024-11-25,2,38770,15,65909.0,22813.49,Net Banking
SALE00106,5313,108,EMP159,S020,2025-09-17,5,48201,15,204854.25,79398.31,Cash
SALE00107,9564,114,EMP073,S020,2024-10-30,3,8477,15,21616.35,7531.64,Net Banking
SALE00108,4225,162,EMP087,S006,2025-06-01,4,26588,5,101034.4,29191.65,Cash
SALE00109,8555,159,EMP051,S049,2024-08-16,2,5417,20,8667.2,2067.92,Net Banking
SALE00110,1355,154,EMP019,S041,2025-11-06,5,41133,20,164532.0,65142.96,Debit Card
SALE00111,2200,10,EMP298,S015,2026-06-15,3,2330,20,5592.0,1529.59,Credit Card
SALE00112,6835,103,EMP005,S047,2026-04-30,3,26583,0,79749.0,27076.72,UPI
SALE00113,1395,100,EMP191,S047,2024-12-02,1,17233,0,17233.0,7025.72,Cash
SALE00114,2961,68,EMP143,S047,2025-07-11,4,22505,20,72016.0,16968.74,UPI
SALE00115,4512,122,EMP209,S036,2025-06-10,1,44698,20,35758.4,14152.07,Credit Card
SALE00116,9926,168,EMP193,S007,2025-07-26,5,7683,15,32652.75,13318.12,Debit Card
SALE00117,2551,28,EMP068,S032,2025-08-09,1,15957,10,14361.3,4247.93,Net Banking
SALE00118,2519,81,EMP271,S009,2025-12-28,1,6048,5,5745.6,1315.6,Debit Card
SALE00119,4733,151,EMP255,S043,2026-06-13,3,48306,0,144918.0,38640.43,UPI
SALE00120,7065,111,EMP081,S005,2026-02-23,4,46456,0,185824.0,50502.23,Net Banking
SALE00121,8679,200,EMP016,S036,2025-07-13,3,34666,5,98798.1,42737.83,Net Banking
SALE00122,5664,45,EMP073,S031,2025-01-05,4,24728,5,93966.4,36182.57,Credit Card
SALE00123,8299,179,EMP040,S045,2025-07-04,2,15168,20,24268.8,6014.65,Debit Card
SALE00124,7662,67,EMP122,S027,2024-07-27,4,8422,0,33688.0,14625.29,Debit Card
SALE00125,381,52,EMP284,S012,2025-02-25,4,5389,20,17244.8,5995.62,UPI
SALE00126,1820,133,EMP176,S004,2025-04-24,1,20894,0,20894.0,5389.88,Net Banking
SALE00127,6744,157,EMP123,S043,2026-01-15,2,20546,0,41092.0,10008.45,UPI
SALE00128,2262,199,EMP115,S003,2024-07-17,5,47269,20,189076.0,82792.49,UPI
SALE00129,4993,11,EMP064,S030,2026-05-16,3,5698,15,14529.9,4377.42,Debit Card
SALE00130,3267,150,EMP029,S037,2025-01-10,3,19401,10,52382.7,16316.47,Credit Card
SALE00131,2277,177,EMP104,S042,2026-07-03,3,5614,15,14315.7,4504.99,Debit Card
SALE00132,9871,114,EMP241,S005,2025-10-31,5,20899,0,104495.0,35571.49,Debit Card
SALE00133,4166,188,EMP047,S008,2026-05-11,3,37704,20,90489.6,24408.8,Debit Card
SALE00134,652,86,EMP230,S010,2026-01-25,2,20864,10,37555.2,11203.5,Net Banking
SALE00135,6269,106,EMP150,S013,2025-11-01,1,45953,0,45953.0,16723.97,Net Banking
SALE00136,4465,112,EMP252,S038,2026-06-18,1,41734,0,41734.0,15421.68,Debit Card
SALE00137,8923,75,EMP196,S027,2025-03-21,4,46333,15,157532.2,63324.63,UPI
SALE00138,6849,8,EMP002,S019,2025-04-18,3,26337,0,79011.0,29767.34,Cash
SALE00139,9957,108,EMP201,S001,2025-09-24,3,1261,10,3404.7,1185.79,Credit Card
SALE00140,7167,93,EMP185,S018,2024-09-10,1,26475,20,21180.0,5854.58,Credit Card
SALE00141,3422,3,EMP245,S002,2026-03-15,1,27344,0,27344.0,12038.58,Credit Card
SALE00142,1871,127,EMP228,S039,2025-09-03,1,11141,10,10026.9,2415.33,Cash
SALE00143,1758,93,EMP087,S004,2025-02-23,1,31241,15,26554.85,9468.82,Debit Card
SALE00144,2764,114,EMP100,S037,2025-08-31,1,32199,20,25759.2,9549.65,Cash
SALE00145,2569,139,EMP093,S045,2025-12-26,3,42056,0,126168.0,52373.69,Cash
SALE00146,5997,94,EMP142,S033,2024-10-05,1,15927,15,13537.95,3728.81,Cash
SALE00147,797,9,EMP047,S036,2026-05-21,4,9463,20,30281.6,11090.37,Cash
SALE00148,3492,37,EMP044,S025,2024-08-18,2,5270,5,10013.0,2769.71,Net Banking
SALE00149,7323,31,EMP233,S046,2025-04-22,5,8466,5,40213.5,9848.36,Net Banking
SALE00150,3651,77,EMP107,S041,2026-02-05,5,46502,15,197633.5,66001.96,Credit Card
SALE00151,4104,69,EMP227,S027,2024-12-01,3,33699,15,85932.45,22319.01,Cash
SALE00152,9405,150,EMP126,S043,2024-10-12,1,49113,15,41746.05,14458.22,UPI
SALE00153,6905,125,EMP045,S024,2024-08-17,2,18041,10,32473.8,8906.99,Net Banking
SALE00154,1403,134,EMP069,S007,2025-03-03,3,32783,15,83596.65,27645.62,Cash
SALE00155,7575,81,EMP231,S042,2025-12-02,4,15829,0,63316.0,25491.48,Debit Card
SALE00156,1166,69,EMP238,S030,2024-11-30,1,35710,10,32139.0,11435.44,Net Banking
SALE00157,8728,75,EMP083,S023,2026-04-11,1,24470,0,24470.0,6729.1,Cash
SALE00158,5990,70,EMP023,S026,2025-04-22,4,31040,0,124160.0,47769.18,UPI
SALE00159,5086,93,EMP171,S046,2025-03-18,5,37541,0,187705.0,45781.48,Debit Card
SALE00160,8243,59,EMP139,S025,2025-01-12,5,1719,15,7305.75,3275.57,Credit Card
SALE00161,9643,77,EMP213,S003,2025-06-16,4,1756,0,7024.0,2733.3,Credit Card
SALE00162,4670,145,EMP217,S044,2026-04-03,3,31270,15,79738.5,32384.14,Cash
SALE00163,3498,155,EMP201,S042,2026-06-26,5,27604,10,124218.0,31897.3,Cash
SALE00164,3607,8,EMP088,S018,2025-07-29,4,2172,5,8253.6,2198.96,Credit Card
SALE00165,8450,145,EMP132,S037,2025-03-09,4,17063,0,68252.0,19692.05,Net Banking
SALE00166,139,168,EMP129,S012,2025-05-14,1,43212,15,36730.2,11880.55,Net Banking
SALE00167,8392,94,EMP129,S006,2025-06-11,1,42671,5,40537.45,17469.63,UPI
SALE00168,6389,131,EMP288,S048,2025-11-03,3,40676,5,115926.6,32036.97,Credit Card
SALE00169,1413,130,EMP049,S036,2025-07-01,2,17977,15,30560.9,8007.7,UPI
SALE00170,7896,84,EMP289,S022,2025-10-09,4,42988,0,171952.0,74329.97,Credit Card
SALE00171,6857,74,EMP115,S037,2025-12-15,3,12098,20,29035.2,9488.97,Debit Card
SALE00172,7381,32,EMP103,S039,2025-09-20,5,5200,5,24700.0,6361.83,UPI
SALE00173,1934,8,EMP130,S040,2026-03-18,4,19835,20,63472.0,19769.24,Net Banking
SALE00174,6426,28,EMP166,S037,2025-04-08,1,27136,0,27136.0,7867.09,Debit Card
SALE00175,4156,155,EMP234,S010,2025-02-03,1,44665,5,42431.75,14237.32,Credit Card
SALE00176,2349,99,EMP244,S033,2026-02-11,1,15342,15,13040.7,3236.18,Debit Card
SALE00177,2773,155,EMP007,S041,2024-08-22,1,42391,20,33912.8,6908.5,Credit Card
SALE00178,1790,170,EMP275,S006,2024-07-24,1,22382,10,20143.8,6224.46,Cash
SALE00179,5823,100,EMP291,S004,2025-12-05,2,35941,0,71882.0,25102.86,Net Banking
SALE00180,4848,22,EMP221,S036,2026-02-26,1,42175,0,42175.0,18848.51,Net Banking
SALE00181,2763,172,EMP085,S008,2024-12-20,4,1095,15,3723.0,1292.67,Credit Card
SALE00182,1462,76,EMP266,S008,2026-06-06,3,25891,0,77673.0,33484.83,Debit Card
SALE00183,9373,72,EMP276,S029,2025-11-04,3,40890,0,122670.0,37025.66,Cash
SALE00184,9879,146,EMP157,S029,2025-09-21,2,11824,20,18918.4,4861.29,Cash
SALE00185,7869,57,EMP104,S019,2026-05-12,1,4541,10,4086.9,1571.81,Credit Card
SALE00186,9876,168,EMP023,S018,2026-03-01,3,34081,5,97130.85,20719.42,Credit Card
SALE00187,7522,179,EMP222,S050,2025-08-14,5,17479,20,69916.0,21452.88,Net Banking
SALE00188,2748,48,EMP274,S002,2026-01-19,3,16690,10,45063.0,11952.3,UPI
SALE00189,5792,12,EMP229,S005,2024-08-15,3,5069,0,15207.0,6575.72,Credit Card
SALE00190,7186,65,EMP282,S002,2026-05-20,4,17478,15,59425.2,12539.29,Credit Card
SALE00191,9789,68,EMP191,S034,2026-06-07,4,44405,10,159858.0,37111.43,Credit Card
SALE00192,7916,46,EMP046,S033,2025-06-07,4,47562,5,180735.6,80268.59,Net Banking
SALE00193,8237,16,EMP213,S034,2025-04-03,5,32685,20,130740.0,43702.09,Net Banking
SALE00194,7566,30,EMP155,S038,2024-09-13,3,31445,0,94335.0,35110.07,Net Banking
SALE00195,1222,70,EMP138,S013,2026-02-18,4,7450,5,28310.0,8153.43,Credit Card
SALE00196,3537,10,EMP203,S021,2024-07-04,3,41282,10,111461.4,48967.31,Credit Card
SALE00197,6557,133,EMP226,S018,2026-03-23,2,33451,5,63556.9,16422.1,Debit Card
SALE00198,3603,84,EMP049,S004,2025-11-01,2,6822,10,12279.6,4532.71,Debit Card
SALE00199,185,135,EMP015,S043,2025-10-17,1,14644,15,12447.4,3490.33,UPI
SALE00200,2516,190,EMP152,S007,2025-03-27,5,27654,10,124443.0,38555.45,Net Banking
SALE00201,7400,81,EMP239,S002,2024-08-19,3,48162,5,137261.7,61150.8,UPI
SALE00202,1345,183,EMP116,S019,2026-06-25,5,32987,5,156688.25,64389.89,Net Banking
SALE00203,7803,23,EMP293,S019,2026-03-17,1,28003,10,25202.7,8552.4,Credit Card
SALE00204,5347,195,EMP154,S015,2024-08-22,4,12024,5,45691.2,20274.35,Credit Card
SALE00205,5095,76,EMP111,S020,2024-12-20,4,45466,20,145491.2,39811.95,UPI
SALE00206,3983,15,EMP023,S039,2025-10-29,1,44876,5,42632.2,17383.54,Net Banking
SALE00207,4395,109,EMP222,S006,2024-12-14,5,43648,20,174592.0,59923.39,Cash
SALE00208,9640,154,EMP066,S020,2026-03-09,3,15846,15,40407.3,15677.96,Cash
SALE00209,9712,47,EMP029,S020,2025-10-17,4,43674,20,139756.8,38859.0,UPI
SALE00210,7682,145,EMP248,S021,2025-03-23,3,21376,0,64128.0,24152.62,Net Banking
SALE00211,1558,197,EMP129,S032,2024-08-29,5,23366,20,93464.0,30444.78,Net Banking
SALE00212,1468,70,EMP267,S010,2024-11-25,2,15569,20,24910.4,10738.11,Cash
SALE00213,8084,173,EMP047,S034,2026-02-20,3,34024,0,102072.0,35990.4,Cash
SALE00214,7018,133,EMP142,S022,2026-01-08,4,45973,10,165502.8,46528.22,Debit Card
SALE00215,8817,35,EMP186,S014,2026-02-07,3,48249,10,130272.3,29278.63,Credit Card
SALE00216,9935,179,EMP284,S032,2025-10-07,4,10329,10,37184.4,16201.84,UPI
SALE00217,8409,121,EMP048,S016,2025-11-10,2,6128,10,11030.4,4191.6,Debit Card
SALE00218,9192,6,EMP109,S003,2025-09-11,3,20765,15,52950.75,14139.95,UPI
SALE00219,4780,164,EMP269,S017,2026-01-05,4,48846,15,166076.4,39964.07,Net Banking
SALE00220,9381,19,EMP272,S009,2025-02-05,2,31925,0,63850.0,18731.27,Cash
SALE00221,3080,151,EMP097,S022,2026-03-19,2,10176,20,16281.6,3567.03,UPI
SALE00222,6196,139,EMP223,S018,2026-04-18,2,24710,0,49420.0,10106.39,Net Banking
SALE00223,5493,54,EMP228,S030,2025-12-13,3,41705,20,100092.0,44629.94,Debit Card
SALE00224,2680,28,EMP093,S034,2026-06-30,3,18197,5,51861.45,18341.77,Credit Card
SALE00225,8861,12,EMP003,S034,2025-10-13,3,17082,10,46121.4,15719.62,Net Banking
SALE00226,3760,46,EMP214,S029,2025-06-18,5,15315,0,76575.0,30853.04,Debit Card
SALE00227,5215,101,EMP024,S029,2025-11-20,2,46193,10,83147.4,24121.53,Net Banking
SALE00228,3625,16,EMP261,S018,2025-04-06,4,4053,15,13780.2,5326.31,Cash
SALE00229,6431,72,EMP184,S041,2024-10-05,1,47156,20,37724.8,15388.25,Cash
SALE00230,7880,179,EMP114,S031,2025-03-06,1,14670,10,13203.0,5778.61,Net Banking
SALE00231,7400,97,EMP070,S021,2026-02-03,2,35204,5,66887.6,21500.31,Credit Card
SALE00232,8435,130,EMP251,S028,2025-12-10,2,9414,0,18828.0,5688.84,Cash
SALE00233,5311,199,EMP279,S017,2025-01-26,2,29193,5,55466.7,23613.49,Credit Card
SALE00234,1229,95,EMP137,S035,2025-03-10,2,30360,10,54648.0,21167.14,Cash
SALE00235,9511,9,EMP254,S036,2025-08-12,2,16372,15,27832.4,8502.99,Debit Card
SALE00236,9542,82,EMP102,S037,2024-09-21,1,38675,5,36741.25,10595.39,Debit Card
SALE00237,7585,70,EMP279,S006,2026-01-09,2,1194,5,2268.6,964.79,Credit Card
SALE00238,2221,66,EMP205,S039,2025-08-21,5,16725,0,83625.0,30402.58,Debit Card
SALE00239,9461,183,EMP028,S024,2025-10-28,1,31189,20,24951.2,5860.88,Credit Card
SALE00240,9293,44,EMP024,S026,2025-01-30,3,47943,10,129446.1,30324.97,UPI
SALE00241,4618,183,EMP165,S020,2025-04-30,1,47645,15,40498.25,16387.49,Credit Card
SALE00242,5290,79,EMP179,S012,2024-10-20,4,26809,0,107236.0,25931.43,Credit Card
SALE00243,4755,52,EMP233,S040,2025-05-14,2,9945,20,15912.0,4562.19,Debit Card
SALE00244,659,195,EMP023,S039,2026-01-19,1,9169,0,9169.0,2735.05,Credit Card
SALE00245,6530,139,EMP176,S023,2026-05-12,2,28425,0,56850.0,11874.91,Credit Card
SALE00246,1178,19,EMP075,S031,2025-11-19,4,12818,10,46144.8,20045.67,Debit Card
SALE00247,5398,186,EMP185,S039,2025-11-26,2,35581,20,56929.6,17161.87,Net Banking
SALE00248,6638,26,EMP190,S003,2024-10-20,4,25966,20,83091.2,36334.33,Debit Card
SALE00249,1052,12,EMP214,S015,2025-05-10,5,13918,15,59151.5,13915.74,Credit Card
SALE00250,462,166,EMP090,S044,2025-01-02,2,18200,5,34580.0,15363.76,UPI
SALE00251,3558,151,EMP151,S045,2025-12-21,3,42210,20,101304.0,39410.0,Credit Card
SALE00252,9818,139,EMP178,S044,2024-12-25,4,30449,15,103526.6,31942.05,Debit Card
SALE00253,2076,26,EMP152,S045,2025-08-21,5,26930,20,107720.0,45118.76,Debit Card
SALE00254,5634,105,EMP106,S034,2025-12-06,2,1364,0,2728.0,547.37,Net Banking
SALE00255,2900,127,EMP274,S009,2026-03-18,1,12727,15,10817.95,3074.67,UPI
SALE00256,4235,130,EMP261,S003,2025-06-06,5,30318,10,136431.0,44245.62,Cash
SALE00257,3976,148,EMP139,S016,2025-10-04,2,14965,15,25440.5,11269.25,UPI
SALE00258,6808,7,EMP134,S041,2025-11-03,1,4471,0,4471.0,1191.72,Net Banking
SALE00259,3604,71,EMP239,S037,2025-08-01,5,47150,10,212175.0,66702.61,UPI
SALE00260,7433,50,EMP049,S043,2026-05-07,1,41511,20,33208.8,14440.67,UPI
SALE00261,914,34,EMP113,S034,2024-12-12,1,2765,10,2488.5,655.39,UPI
SALE00262,4550,49,EMP171,S027,2025-05-27,4,15047,15,51159.8,17113.01,Net Banking
SALE00263,857,145,EMP149,S038,2025-09-14,3,524,15,1336.2,396.81,Credit Card
SALE00264,1310,24,EMP241,S046,2025-07-29,2,6984,10,12571.2,3368.31,Credit Card
SALE00265,2426,73,EMP153,S046,2025-05-14,1,12616,5,11985.2,3566.88,Cash
SALE00266,4238,104,EMP103,S038,2024-12-10,1,21474,20,17179.2,3470.39,Cash
SALE00267,3609,153,EMP222,S012,2025-11-27,2,25993,15,44188.1,10003.78,UPI
SALE00268,2409,96,EMP149,S033,2025-09-15,3,17079,10,46113.3,13208.09,UPI
SALE00269,6963,42,EMP257,S047,2024-10-22,3,31078,20,74587.2,18367.6,Debit Card
SALE00270,5508,183,EMP116,S023,2025-07-26,3,2696,20,6470.4,2143.32,UPI
SALE00271,2733,33,EMP145,S030,2025-07-11,5,17250,20,69000.0,14484.73,Debit Card
SALE00272,9595,179,EMP291,S038,2026-03-08,4,10524,15,35781.6,8239.25,Cash
SALE00273,5765,170,EMP175,S045,2025-07-16,2,28273,10,50891.4,15521.45,Debit Card
SALE00274,2994,128,EMP182,S025,2025-01-03,4,24250,15,82450.0,25409.13,Credit Card
SALE00275,9416,41,EMP184,S035,2026-03-16,1,25828,0,25828.0,5454.33,Debit Card
SALE00276,3595,150,EMP077,S005,2025-11-02,1,28125,15,23906.25,7934.7,Cash
SALE00277,6959,112,EMP053,S022,2025-11-25,3,409,5,1165.65,270.77,Cash
SALE00278,8978,70,EMP133,S044,2025-02-06,3,41362,5,117881.7,46833.77,Credit Card
SALE00279,2685,154,EMP197,S029,2024-11-12,3,15048,20,36115.2,10361.43,Net Banking
SALE00280,895,40,EMP103,S018,2025-03-21,5,18075,0,90375.0,20911.87,UPI
SALE00281,8106,60,EMP184,S049,2024-07-12,3,19652,15,50112.6,11634.5,Debit Card
SALE00282,424,93,EMP243,S043,2024-11-29,1,37769,20,30215.2,6922.48,Net Banking
SALE00283,1920,107,EMP255,S027,2026-02-17,2,4317,0,8634.0,3061.55,UPI
SALE00284,3022,30,EMP033,S031,2026-04-22,4,25432,0,101728.0,30007.28,Credit Card
SALE00285,7626,158,EMP294,S019,2025-03-14,1,32290,0,32290.0,11360.52,Net Banking
SALE00286,7138,5,EMP177,S030,2024-10-17,5,21731,5,103222.25,27000.67,Debit Card
SALE00287,5790,123,EMP247,S006,2025-03-16,1,33541,15,28509.85,8114.51,Net Banking
SALE00288,9310,138,EMP077,S011,2024-12-06,5,40842,10,183789.0,48714.8,Net Banking
